Verse,Line,Lemma,Witness,Source,Ed. Comment,Gen. Comment,Second R.,Witness,Source,Comment,Third R.,Witness,Source,Comment,Fourth R.,Witness,Source,Comment,Fifth R.,Witness,Source,Comment,,,,,,,,,,,,,
633,,attollens,F Σ ,,,,et tollens,,codd. Horatii plerique,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,Thersiten,F Γ ,,,,hersiten,Δ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,a tergo,F θ Γ ,,,,eat ergo,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,dicit usque,θ Γ ,,,,dictusque,F Δ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,μετάφρενα,Σ ,,,,meθaφρЄνa,F ,,(sed ultima littera a aperta similis videtur litterae ω),μετάφρενον,,Hom.,,,,,,,,,,,,,,,,,,,,,,
633,,eum(2),Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,ὠκὺς,Σ ,,,,ωkyЄ,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,axiλλЄyc vel axiaaЄyc,Γ ,,,,axiaaacyc,Δ ,,,δЄιc,F ,,,,,,,,,,,,,,,,,,,,,,,
634,,figuratum,Γ ,,,,infiguratum,F ,,,dicimus figuratum,Δ ,,,,,,,,,,,,,,,,,,,,,,,
636,,TANTVM,F θ Γ ,,,,tatvm,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,,et dixit,Σ ,,,,edixit,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,SIDERA TOLLVNT,F,,,,S. T.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,suos,F θ Γ ,,,,suo,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,sicut solent,Σ ,,,,ut sedent,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,aeria,Δ Pa Pc ,,,,aerio,Jh1 ,,,aeriam,Γ ,,,aream,F ,,,acriam,W ,,,,,,,,,,,,,,,
640,,solam,F Σ ,,,,salam,Jh1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,nunc,Σ ,,,,num,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,videres,F Γ ,,,,videre,Δ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,digna,Σ ,,,,digna atque,F ,,,dignam,W ,,,,,,,,,,,,,,,,,,,,,,,
641,,adfecte,F Δ Pa Pc ,,,,adfectate,θ Γ ,,,defectate,N U ,,,,,,,,,,,,,,,,,,,,,,,
641,,gloria,F Δ Pa Pc σ ,,,,gloriae,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,aut tus aut,Γ ,,,,auctus aut,Δ ,,,aut,A ,,,mactus autem,F ,,,,,,,,,,,,,,,,,,,
641,,macte ergo ... inferio esto,F Pah2 ,,,,om.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,vicinosque,,Verg.,,,vicinasque,F Pah2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,paras,,Verg.,,,pares,F Pah2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,descivit,Pah2 ,,,,desivit,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,macte(3),Pah2 ,,,,macto,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,et alibi(2),F,,,,alibi,Pah2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,filia,,Verg.,,,f.,F ,,secunda descriptione,p.,Pah2 ,,,prima descr.,F,,(cf. seqq.),,,,,,,,,,,,,,,,,
641,,veteres dives,Pah2 ,,,,veteres inaccessos ... cum veteres dives,F ,,(inaccessos … cum veteres iterat.),,,,,,,,,,,,,,,,,,,,,,,,,
641,,illius,,Dan.,,,illis,F ,,,cuiusuis,Pah2 ,,,,,,,,,,,,,,,,,,,,,,,
641,,ipse,F ,,,,et ipse,Pah2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,opum,Pah2 ,,,,opus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,et dives,F ,,,,dives,Pah2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,pictai,,Verg.,,,picta,F ,,,p.,Pah2 ,,,,,,,,,,,,,,,,,,,,,,,
641,,vestis et auri,F ,,,,v. et a.,Pah2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,et item,F Pah2 ,,,,item,,Dan.,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,mares,,Hor.,,,maris,F ,,,martis,Pah2 ,,,,,,,,,,,,,,,,,,,,,,,
641,,pseudolo,Pah2 ,,,,speudulo,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,hunc mihi diem ... esse,F ,,,,hunc diem mihi ... esse,Pah2 ,,,scitis mi esse diem hunc,,Plaut.,,,,,,,,,,,,,,,,,,,,,,
641,,dixit,,Thilo,,,dixerit,FPah2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,mitte ... Iolla,F ,,,,m. m. m. e. n. i.,Pah2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,ergo ... ita,F ,,,,Ita ergo et hic,Pah2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,puer,F ,,,,p.,Pah2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,mactus,,Dan.,,,macte,F ,,,mactta,Pah2 ,,ex mact,,,,,,,,,,,,,,,,,,,,,
641,,etiam mactatus,F ,,,,om.,Pah2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,ut Ennius,F ,,,,Ennius,Pah2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,magno,Pah2 ,,,,magnum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,virtute(2),F Pah2 ,,(ex virtutu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,his(2),F Pah2 ,,,,hic,,codd. Nonii,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,versibus,,Non.,,,viribus,F Pah2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,esto,Pah2,Non.,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,sacrificantes,Ambros.,Dan.,,,sacrificandes,F ,,,sacrificandis,Pah2 ,,,,,,,,,,,,,,,,,,,,,,,
641,,inferio,Pah2 ,,,,inferior,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,nova,Σ Pah2 ,,,,nona,F ,,,om.,Pa ,,,,,,,,,,,,,,,,,,,,,,,
641,,et mira,F Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,Pollio,Σ ,,,,pullio,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,Iulium,Σ ,,,,uilum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,et,F Σ ,,,,om.,σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,ASSARACI,Σ Ah2 ,,,,ASSARICI,FA ,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,Assaracus,Σ ,,,,assaricus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,enim(1),F Γ ,,,,etiam,Δ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,Capyos,Δ γ ,,,,capyonis,Γ ,,,capys,FPc σ ,,,,,,,,,,,,,,,,,,,,,,,
643,,FATO,Γ ,,,,Facto,F ,,,FATIS,Δ σ ,,,,,,,,,,,,,,,,,,,,,,,
643,,haec,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,sunt,Σ ,,,,sunt et,W ,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,contingunt,Δ ,,,,om.,Γ ,,,proveniunt,Pb Y,,,fiunt,σ ,,,loc. om.,F ,,,,,,,,,,,,,,,
644,,TROIA,Σ ,,,,troie,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,,maior es,F Ah2 ,,,,maioris,Γ ,,,maiorem,Δ ,,,,,,,,,,,,,,,,,,,,,,,
644,,meritis,F Σ ,,,,meriti es,Pa Pc σ ,,,meriti,γ ,,,,,,,,,,,,,,,,,,,,,,,
644,,nunc es,Σ ,,,,nunc est,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,,patria ... sua,Σ ,Luc.,,,patriam ... tuam,F ,,,patria ... suam,N ,,,,,,,,,,,,,,,,,,,,,,,
645,,vitales,F θ Γ ,,,,utales,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,PETIT,Σ ,,,,Apetit,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,nominatur,,Dan.,,,nomiratur,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,in quinto] in v.,,Thilo,,,in,F ,,,bis,,Dan.,,,,,,,,,,,,,,,,,,,,,,
648,,ingenti,Σ ,,,,distinguenti,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,,colebant,F Δ Pa Pc γ ,,,,celabant,Q [Γ ],,,celebrabant,σ ,,,,,,,,,,,,,,,,,,,,,,,
648,,illic(2),Σ ,,,,illinc,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,,servabatur,Σ ,,,,servabant,F ,,,servabantur,σ ,,,,,,,,,,,,,,,,,,,,,,,
648,,et(3),Σ ,,,,etiam,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,,Asinaria in,Ah2 OΓ ,,,,asinariam,J ,,,asinaria,F ,,,asiria in,A ,,,,,,,,,,,,,,,,,,,
648,,Sauriam ... in,Σ ,,,,sauriem seruum amens enim,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,strepitu,Σ ,,,,strepita,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,utrum,,Thilo,,,ut sum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,,cingula,,Verg.,,,cingulam,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,unde,Σ ,,,,ut,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,,Menoeceo,F Σ ,,,,m’eceo,Q,,,me neo ceo,Jh1,,,moeceo,Pa ,,,meo ceo,E ,,,moecho,σ ,,,,,,,,,,,
652,,et laudibus,F Σ ,,,,atque ignibus,,Stat.,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,AENIDE,Σ ,,,,Aeneide,F ,,,Aede,Pbh1 ,,,,,,,,,,,,,,,,,,,,,,,
653,,non,Σ ,,,,no,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,hic(1),Σ ,,,,aeneas,hic,F ,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,hic(2),Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,faceret,Σ ,,,,fecerat,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,PRIMAM ... primam hanc,Σ ,,,,Primam,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,se ideo,Σ ,,,,ideo se,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,sibi suum,Σ ,,,,suum sibi,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,quia(2),F Σ ,,,,qui,Jh1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,aliis,F Σ ,,,,altis,σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,adversentur,F Σ ,,,,adversantur,N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,poscimus(2),Σ ,,,,posumus,F ,,,possimus,Pbh1 ,,,,,,,,,,,,,,,,,,,,,,,
654,,in(1),F Δ °,,,,om.,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,Iuno ait,Σ ,,,,iunc,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,si(2),Σ ,,,,sit,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,quod(2),Σ ,,,,quod est,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,eos,Σ ,,,,eas,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,tu,F ,,,,om.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,,inpleri velis,Σ ,,,,velis inpleri,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,puer,Σ ,,,,puere,F ,,,puerum,N U ,,,,,,,,,,,,,,,,,,,,,,,
655,,occiso,F Δ °,,,,ocoiso,Q ,,ex ocoise,,,,,,,,,,,,,,,,,,,,,,,,,
655,,Pythone ... Numano,Σ ,,,,numano et,N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,Pythone,Δ W ,,,,fitone,Γ ,,,fithone,Γ,,,phythinem,(DS) F ,,,,,,,,,,,,,,,,,,,
655,,ultus est,Δ Pa Pc γ W,,,,ultor,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,,id est,Γ ,,,,om.,Δ σ ,,,ergo armis,F ,,,,,,,,,,,,,,,,,,,,,,,
655,,peritia,Pc R,,,,peritiae,F Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,,sermo est,,Dan.,,,serino e,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,more,T ,,,,mure,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,PHARETRAMQVE F. S. ,Σ ,,,,Faretram,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,,dixit,Σ ,,,,ait,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,NVMINE,Σ ,,,,Ac numine,(=DS) F ,,,m nvmine,Jh1 ,,,,,,,,,,,,,,,,,,,,,,,
661,,deum,F Γ ,,,,om.,Δ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,,INTENDVNT,F Γ ,,,,INTENDENT,Δ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,,ARCVS ... diximus,F Δ °,,,,a ... diximus,Pa Pc,,,om.,Q ,,,,,,,,,,,,,,,,,,,,,,,
665,,pro(1),Δ γ σ ,,,,om.,F Pa Pc ,,,loc. om.,Q ,,,,,,,,,,,,,,,,,,,,,,,
665,,enim,Δ Pah2 Pc γ ,,,,nunc,σ ,,,et enim,F ,,,om.,Pa ,,,,,,,,,,,,,,,,,,,
665,,arcum,F Δ Pa Pc γ ,,,,cum,Q ,,,arcus de signo tauri,σ ,,,,,,,,,,,,,,,,,,,,,,,
665,,ammentis,F Σ ,,,,amnentis,Δ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,,ammentum,Pa Pc σ ,,,,amnnentum,J ,,,amnentum,θ ,,,animentum,F Q ,,,amentum,Ah2 γ ,,,,,,,,,,,,,,,
665,,religatur,Σ ,,,,ligatur,F θ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,ictu nam,Fh3 Σ,,,,ictuna,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,,Pacuvius,Ambros.,Dan.,,,pacu iuvius,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,super,Σ ,,,,sub,F Pah2 Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,tauri,F θ Γ ,,,,tauru,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,cornua,Σ ,,,,cornu,F Pa Pc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,facit,Σ ,,,,faciunt,F W ,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,oriuntur,Σ ,,,,oriunte,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,,cum scorpione mense,R,,,,cum scorpio mense,Σ ,,,scurpionem,F ,,,,,,,,,,,,,,,,,,,,,,,
668,,Octobri,Δ ,,,,octobrio,τ [Γ ],,,octubri,γ σ ,,,occidunt,F ,,,,,,,,,,,,,,,,,,,
670,,Horatius,Σ ,,,,om.,F ,,,at oratius,W ,,,,,,,,,,,,,,,,,,,,,,,
674,,MONTIBVS,Σ ,,,,Et montibus,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,Idae,F Δ τ W ,,,,ideo,γ N U ,,,idaeo,E,,,,,,,,,,,,,,,,,,,,,,,
674,,arboribus,F Δ °,,,,auribus,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,DVCIS imperio commissa aut quae eis commissa fuerat imperio abeuntis aeneae aut quod est melius quae imperio aeneae fuerat commissa pandoro et bitiae ne contrarium sit quod dixit rectores iuvenum et rerum dedit esse magistros,Δ γ W ,,ante DVCIShaec vel sim. petita ex DS,,DVCIS… commissa pandaro et…magistros,Ah2 O E Y W ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,DVCIS ... COMMISSA,F Σ ,,,,om.,W ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,fuerat commissa,F DS,,,,commisa fuerat,Δ γ W ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,abeuntis,Δ E W ,,,,abentis,F ,,,absentis,Fh2 ,,,habeuntes,Ah1 ,,,abuntis,Pb Y,,,,,,,,,,,,,,,
675,,Mnestheo,θ Γ ,,,,onestheo,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,quod(1),DS Δ γ W ,,,,quid,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,ad ... auxilia,Δ γ ,,,,ad pendat proficiscens,Q [Γ ],,,proficiscens,Pa Pc ,,,proficiscens ad auxilia,σ ,,,ad petenda auxilia proficiscens,R,edd.,,,,,,,,,,,,,,
675,,ut(1),Γ ,,,,in,Δ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,Mnesthea,°,,,,mnsthaea,Q ,,,in nestheo,J ,,,mnesteum,θ ,,,,,,,,,,,,,,,,,,,
675,,superiorem,DS Fh2 ,,,,superiorum,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,Bitiam,Δ °,,,,vitia,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,commissam ... aperuerunt,Δ γ τ W ,,,,commissuram,N U ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,vero,W ,,,,vero et,Jh1 ,,,vere et,Δ τ γ ,,,,,,,,,,,,,,,,,,,,,,,
675,,eam,Δ γ W ,,,,cum,Q ,,,om.,Pa Pc ,,,,,,,,,,,,,,,,,,,,,,,
675,,aperuerunt,Δ τ EW ,,,,aparuerunt,Ah1 Pb ,,,apparuerunt,Ah1 Pb,,,,,,,,,,,,,,,,,,,,,,,
675,,patebant,DS ,Dan.,,,putabant,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,fuisset,,Verg.,,,s.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,dare se,,Verg.,,,se date,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,ferre,,Verg.,,,P.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,commissa,,Verg.,,,commissam,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,vel,,Dan.,,,ve,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,aut(1),Σ ,,,,adstant,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,defensione,F Δ °,,,,defessione,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,aut ut,F θ Γ ,,,,aut,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,id est dura,Σ ,,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,cogitantes,F Δ Pc σ ,,,,comitantes,Γ ,,,comitantes,Q,,ex comitantos,,,,,,,,,,,,,,,,,,,,,
678,,succincti ... machaeris,Σ ,,,,sua intus maceriis,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,LIQVETIA,Σ ,,,,Liquentia,F O γ N U,codd. M PRah2ber Vergilii,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,FLVMINA,Σ ,,,,flumina circum,FPc ,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,aliquot,DS ,Thilo,,,aliquid,F ,,,aliquas,,Dan.,,,,,,,,,,,,,,,,,,,,,,
679,,est(1),Γ ,,,,om.,Δ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,veronam civitatem,DS ,Dan.,,,veronan ciuitate,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,Liquetia(1),DS Fc,,,,liquentia,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,si,Δ E σ ,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,nascuntur ... flumina,Σ ,,,,om.,J ,,,generaliter nascuntur ... flumina,W ,,,,,,,,,,,,,,,,,,,,,,,
679,,Liquetia(2),DS Fc,,,,liquentia,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,sufficit,Σ ,,,,sufficiet,σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,enim,θ γ [Δ ],,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,a. c.,Σ ,,,,om.,F N ,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,dictas,Σ ,,,,dictus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,,cristas,Δ °,,,,cristus,Q ,,,cristes,F ,,,,,,,,,,,,,,,,,,,,,,,
684,,AQVICVLVS,F Δ γ σ ,,,,aquilus,τ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,figurate,F Δ °,,,,figurato,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,praeceps iracundia,F Δ ,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,,MAVORTIVS  ... bellicosus,F Pc ,,cf. T ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,ab,Σ ,,,,ab . ē.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,primo,F θ Pa W ,,,,primos,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,aliquos ... aliquos,Γ ,,,,alios ... alias,F ,,,aliquos,Δ ,,,aliquos figuratos aliquas,Pb ,,,,,,,,,,,,,,,,,,,
686,,interemptos,F θ Γ ,,,,interamptos,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,,quidam,,Dan.,,,quidem,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,,animasque,,Verg.,,,animas quem,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,,ANIMIS,F θ Γ ,,,,ENIMIS,J [Δ ],,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,quod(1),,Murgia,,,qui,F ,,"(sed cf. Serv. ad A. 6.456 et 11.896, Isid. )",,,,,,,,,,,,,,,,,,,,,,,,,
695,,SVPERBOS,F ,,,,s.,Σ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,dixit portam,Σ ,,,,portam dixit,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,se,,Thilo,,,om.,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,econtrario,,Dan.,,,eq. contraria,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,τοῦ ἄγειν,,Dan.,,,θουδλν,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,incedebat,F Δ °,,,,incidebat,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,,Boeotiae,,Dan.,,,oboeaetiae,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,STOMACHO,Σ ,,,,Stomachoque infixa,(=DS) F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,PVLMONE,,Verg.,,,pulmonem,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,ERVMANTA,Γ ,,hoc loco,,ervmanta ... accipe manu id est gladio,Δ ,,post (704) reddidisset,om.,F ,,,,,,,,,,,,,,,,,,,,,,,
702,,MANV manu,Γ ,,,,manuanu,Jh2 [Δ ],,,mauanu,J ,,,MANV,θ ,,,,,,,,,,,,,,,,,,,
702,,et,Δ ,,,,om.,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,dixit,Σ ,,,,dixit non,Pa Pc W U ,,,non,N ,,,,,,,,,,,,,,,,,,,,,,,
702,,accipe,Δ °,,,,accipi,Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,,ANIMISQVE FREMENTEM,F ,,,,animusque f.,J γ [Δ ],,,animumque f.,Γ ,,,animisque f.,θ Pa Pc ,,,,,,,,,,,,,,,,,,,
704,,reddidisset,θ γ σ ,,,,reddedisset,F Pa ,,,redisset,J [Δ ],,,reddisset,Pc Q [Γ ],,,,,,,,,,,,,,,,,,,
705,,FALARICA,Σ ,,,,Pallarica,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,cubitale,F Ah2 Pa γ N,Isid.,,,cubitalem,Δ Q W ,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,quod,DS  F ,,,,quod est,Pa ,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,sphera,Pa ,,,,spera,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,et rotunditatem ... summitate,Σ,Isid.,,,supra quod est ueluti quaedam sphera cuius pondus etiam plumbo augetur,Pa,,(cf. DS),,,,,,,,,,,,,,,,,,,,,,,,,
705,,rotunditatem,Ah2 γ σ,Isid.,,,rotunditate,Δ Q ,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,spherae,Q ,,,,fere,J [Δ ],,,spere,θ γ σ ,,,,,,,,,,,,,,,,,,,,,,,
705,,etiam,Σ ,,,,etiam et,,Isid.,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,stuppa,DS,Dan.,,,stupra,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,quas,F θ Γ,,Isid.,,,que,J ,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,dici,Σ,,Isid.,,,dicimus,F ,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,falae,,Dan.,,,falo,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,pugna edi solebat,,Dan.,,,pugnedissolebat,F ,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,consulit,F Σ ,,,,consulis,,Isid.,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,falarica,θ Γ,Isid.,,,falerica,J ,,,falaria,F ,,,,,,,,,,,,,,,,,,,,,,,
705,,sane falaricam ... iaculatus est,Σ ,,,,om.,F ,,(nam librarius spatio carebat),,,,,,,,,,,,,,,,,,,,,,,,,
705,,falaricam,θ Γ,Isid.,,,falericam,J ,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,dicit,Δ,Isid.,,,dixit,Γ ,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,nervis(1),θ Γ ,,,,meruis,J ,,,uerbis,N ,,,,,,,,,,,,,,,,,,,,,,,
705,,tortilibus(2),Δ γ W ,Luc.,,,om.,Γ ,Isid.,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,vibrata,Γ ,Isid. codd. Lucani,,,librata,Δ ,,,bibrata,σ ,,,,,,,,,,,,,,,,,,,,,,,
705,,obruat,Δ γ W ,Luc.,,,om.,Γ ,Isid.,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,manu iaculari potuisse,Σ ,,,,manu falaricae iaculasse,,codd. Isidori,,macula cultri potuisse,N ,,,,,,,,,,,,,,,,,,,,,,,
705,,aut a,Δ Pa Pc Pb ,,,,uota,W ,,,aut,Γ ,,,,,,,,,,,,,,,,,,,,,,,
706,,comparare,Σ Wh2 ,,,,comparet,F ,,,compararet,N ,,,comparara,W ,,,,,,,,,,,,,,,,,,,
