Book, Verse , Lemma                                                                                                                                 , Witness                        , Source                         , Ed. Comment                                                                                                                , Gen. Comment , Second R.                                                                   , Witness                           , Source                          , Comment                                                                                                                                       , Third R.                        , Witness          , Source           , Comment                             , Fourth R.          , Witness     , Source , Comment                    , Fifth R.              , Witness , Source  , Comment                                                                                                                                           , Fifth R. , Witness     , Source        , Comment , Sixth R. , Witness , Source , Comment , Seventh R.  , Witness , Source , Comment                                                           
9,258, sint                                                                                                                  ,, *Masv*.           ,,, sunt                             , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,258, traditur                                                                                                              ,, *Thilo*           ,,, tradentur                        , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,259, id est Terra                                                                                                          ,, *Thilo*           , *dubitanter *                                        ,, e terra                          , *F *                  ,,, terra                      ,, *Thilo*                      ,,,,,,,,,,,,,,,,,,,,,
9,260, per deos revocate                                                                                                     , **Γ **                                  ,,,, revocate per deos                , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,260, parentem                                                                                                              , **F** *Pah2* γ                          ,,,, p.                               , **Γ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,260, EST                                                                                                                   , **Γ **                                  ,,,, d. est                           , *U *                  ,, (sic)                                                                                 , *om.*                      , *N *             ,,, id est                , (=**DS)** **F** *Pa Pc * ,,, est id est           ,, *Dan.*        ,,,,,,,,,,,,,
9,260, fortuna(1)                                                                                                            ,, *Dan.*            ,,, fortunam                         , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,260, vestris                                                                                                               ,, *Dan.*            ,,, ius                              , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,260, me ita animatum                                                                                                       ,, *Dan.*            ,,, mei danimatum                    , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,260, fidem                                                                                                                 , *G *                                    ,,,, fidem esse                       , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,260, duo dicimus                                                                                                           ,, *Thilo*           ,,, xii                              , *F *                  ,,, dicimus                    ,, *Dan.*                       ,,,,,,,,,,,,,,,,,,,,,
9,262, RECEPTO                                                                                                               , γ                                       ,,,, r.                               , τ [**Γ** ]          ,,, *om.*                      , **F** θ σ        ,,,,,,,,,,,,,,,,,,,,,,
9,263, ARGENTO                                                                                                               ,, Verg.             ,,, Argenta                          , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,264, GENITOR . . . CEPIT                                                                                                   , **F** γ *N *                            ,,,, g. q. c.                         , **Γ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,264, ante                                                                                                                  , **Γ **                                  ,,,, tante                            , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,264, data                                                                                                                  , **Γ **                                  ,,,, dicta                            , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,264, successerat                                                                                                           , **Γ**                                   ,,,, successit                        , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,264, Achille(2)                                                                                                            , **Γ **                                  ,,,, achilla                          , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,264, ferunt                                                                                                                ,, *Dan.*            ,,, fuerunt                          , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,264, Troia                                                                                                                 , *G *                                    ,,,, troica                           , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,264, Astyanacti(1)                                                                                                         ,, *Dan.*            ,,, astyanocti                       , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,264, sociatis                                                                                                              ,, *Dan.*            ,,, societatis                       , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,264, Astyanacte                                                                                                            ,, *Dan.*            ,,, hastynacte                       , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,264, si ita                                                                                                                ,, *Dan.*            ,,, sita                             , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,265, varium                                                                                                                , **Γ **                                  ,,,, variam                           , **F** *Q* (?)         ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,265, talenti                                                                                                               , **Γ **                                  ,,,, talem                            , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,265, Plautum                                                                                                               , **Γ **                                  ,,,, plauta                           , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,265, dixisset                                                                                                              , **Γ **                                  ,,,, dixisse                          , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,265, libras                                                                                                                , ***F**<sup>c</sup>* **Γ **              ,,,, libros                           , ***F***               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,265, iocum                                                                                                                 , **Γ **                                  ,,,, locum                            , γ σ                   ,,, icum o                     , **F **           ,,,,,,,,,,,,,,,,,,,,,,
9,265, breve(2)                                                                                                              , **F** θ *Pah2* *Pc E <sup>c</sup>Pb W * ,,,, brevem                           , *Q E N U* [**Γ** ]  ,,, bre                        , *Pa *            ,,,,,,,,,,,,,,,,,,,,,,
9,266, hoc                                                                                                                   ,, *Dan.*            ,,, hic                              , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,268, DICERE                                                                                                                , **F** *Pah2* *Pc *                      ,,,, ducere                           , **Γ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,268, alii ‘deicere’ legunt secundum illud (5.490) deiectamque aerea sortem ," accepit galea, id est sortiri praedam         ", *F Pah2*                                ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,268, deicere                                                                                                               , *Pah2*                                  ,,,, deiere                           , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,268, sortiri                                                                                                               , *Pah2*                                  ,,,, sortili                          , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,269, offerri                                                                                                               ,, *Dan.*            ,,, effiri                           , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,269, Dolonem                                                                                                               ,, *Com.*            ,,, dilonem                          , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,270, ipsvm illvm equum scilicet                                                                                            , *F *                                    ,,,, illum ipsum equum scilicet       , *Pa Pc *              ,,, illam ipsum equum scilicet , *Pch1*           ,,,,,,,,,,,,,,,,,,,,,,
9,271, tua aut iam nunc                                                                                                      ,, *Murgia*          ,,, *om.*                            , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,274, habet ipse latinvs                                                                                                    , **F** γ                                 ,,,, h. ipse l.                       , **Γ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,274, Homero                                                                                                                , θ *Pa Pc* γ *W *                        ,,,, homere                           , *Q N *                ,,, homere n                   , *U *             ,,, homoro                , **F **                   ,,,,,,,,,,,,,,,,,,
9,274, temenos                                                                                                               , **F Γ **                                ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,274, honore                                                                                                                ,,, *ab hoc verbo recipit J* [Δ]                       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,274, Ascanio                                                                                                               , **F Σ **                                ,,,, abscanio                         , *N *                  ,,, scanio                     , *Pb *            ,,,,,,,,,,,,,,,,,,,,,,
9,276, omni adfectu                                                                                                          , **F** ∆ *Pa Pc* γ *W *                  ,,,, omnia defectu                    , *Q *                  ,,, omni ad affectum           , *N U *           ,,,,,,,,,,,,,,,,,,,,,,
9,276, amatur                                                                                                                ,, *Cic.*            ,,, amator                           , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,276, dicitur(2)                                                                                                            ,, *Cic.*            ,,, datus                            , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,279, et rem publicam                                                                                                       , **F Γ **                                ,,,, et rem                           , ∆                     ,,, et re publica              , *N *             ,,, *om.*                 , *W *                     ,,,,,,,,,,,,,,,,,,
9,279, omne                                                                                                                  , **Σ **                                  ,,,, omne et                          , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,280, cur cum                                                                                                               ,, *Dan.*            ,,, circum                           , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,280, illi                                                                                                                  ,, *Dan.*            ,,, ille                             , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,280, respondet                                                                                                             ,, Murgia            ,,, respondit                        , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,280, quia(1)                                                                                                               ,, *Com.*            ,,, q;                               , *F*                   ,," *i.e.,* que / cf. *app. ad 300* quia                                                  ",,,,,,,,,,,,,,,,,,,,,,,,
9,280, quia(2)                                                                                                               ,, *Thilo*           ,,, qui                              , *F *                  ,,, quod                       ,, *Com.*                       ,,,,,,,,,,,,,,,,,,,,,
9,280, debet                                                                                                                 ,, *Murgia*          ,,, debeat                           , *F *                  ,,, debebat                    ,, *Thilo*                      , *mallet*                                                                                                                                                                        ,,,,,,,,,,,,,,,,,,,,
9,281, ME                                                                                                                    , **Γ **                                  ,,,, Ma                               , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,281, FORTIBVS AVSIS                                                                                                        , **F **                                  ,,,, f. a.                            , **Σ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,281, D. A.                                                                                                                 , **Σ **                                  ,,,, *om.*                            , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,281, ab(1)                                                                                                                 , **F Σ **                                ,,,, ad                               , *Q *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,281, inferior                                                                                                              , **F** θ **Γ **                          ,,,, infertur                         , *J *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,281, comitetur                                                                                                             , **Σ **                                  ,,,, committitur                      , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,281, intumescam                                                                                                            ,, *Dan.*            ,,, uttumescam                       , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,282, promittere(1)                                                                                                         , **F** θ **Γ **                          ,,,, promitterem                      , *J *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,282, tam                                                                                                                   , **F** ∆                                 ,,,, *om.*                            , **Γ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,282, fortibus                                                                                                              , **Σ **                                  ,,,, fastibus                         , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,282," *arguerit. *tantum ergo meum est hoc promittere, sive prospera, sive adversa fortuna comitetur: nam *aut *disiunctiva ", **F Σ **                                ,,,, *om.*                            , *Pc *                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,282, ergo                                                                                                                  , **Σ **                                  ,,,, est ergo                         , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,282, meum                                                                                                                  , **F** ∆ *Pa* γ *W *                     ,,,, eum                              , *Q N U* [**Γ** ]    ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,283, hoc                                                                                                                   ,, *Thilo*           ,,, his                              , *F T v*               ,,, id                         ,, *Dan.*                       ,, his pro his           ,, *Schoell* , (*v. Thilo vol. 2.v*)*; fort.* haec pro his ,,,,,,,,,,,,,,,,
9,284, VETVSTA                                                                                                               , **F** γ                                 ,,,, v.                               , **Σ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,284, de                                                                                                                    , **F** θ **Γ**                           ,,,, da                               , *J*                   ,,, *om.*                      , *U *             ,,,,,,,,,,,,,,,,,,,,,,
9,284, eam                                                                                                                   , **F** ∆ *Pa Pc Pb*                      ,,,, eum                              , **Γ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,284, ex                                                                                                                    , **F** θ **Γ **                          ,,,, et                               , *J *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,284, cognatione                                                                                                            , **F** *Ah2* **Γ **                      ,,,, cognationem                      , *W *                  ,,, cogitatione                , ∆*Q *            ,,,,,,,,,,,,,,,,,,,,,,
9,284, Ascanius                                                                                                              , **F** ∆ º                               ,,,, ascarius                         , *Q *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,285, diligit                                                                                                               , **F Σ **                                ,,,, diligebat                        , γ                     ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,286, comitatus                                                                                                             , **F Σ **                                ,,,, comitat¯<¯ABOVEt>              , *J *                  ,, (=comitater)                                                                          ,,,,,,,,,,,,,,,,,,,,,,,,
9,286, iter                                                                                                                  , **Σ **                                  ,,,, . i.                             , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,286, enim                                                                                                                  , **F Σ **                                ,,,, eum                              , γ                     ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,286, causa                                                                                                                 , ∆ *Pah2* *Pc* γ                         ,,,, causam                           , **F Γ **              ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,287, ignaram                                                                                                               ,, *Dan.*            ,,, agnaram                          , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,287, EST                                                                                                                   , **F Σ **                                ,,,, *om.*                            , *N U*                 , *codd. MPR Vergilii*       ,, *om.*                      , Γ                ,, (*ad A. 9.61*)                                                                                                                                                                  ,,,,,,,,,,,,,,,,,,,,
9,287, periclum                                                                                                              , **F Σ **                                ,,,, est periclum                     , *N U *                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,288, LINQVO                                                                                                                , **F Γ **                                ,,,, *om.*                            , ∆                     ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,288, tmesis                                                                                                                , *N *                                    ,,,, temesis                          , *Pa Wh2* γ            ,,, omessis                    , **F **           ,,, imesis                , *J* [∆]                ,,, mesis                , θ *W *             ,,, mensis        , *Q* [**Γ** ] ,,,,,,,,,,
9,289, LACRIMAS                                                                                                              , **F** γ                                 ,,,, l.                               , **Σ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,289, P. P.                                                                                                                 , **Σ **                                  ,,,, *om.*                            , **F **                ,,, praeferre p.               , γ                ,,,,,,,,,,,,,,,,,,,,,,
9,289, ne                                                                                                                    , **F** ∆ º                               ,,,, *om.*                            , *Q *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,289, talia                                                                                                                 , *Pah2* *Q* γ [**Γ** ]                 ,,,, alia                             , **F** ∆ *Pa Pc N U *  ,,, At tu solare               , *W *             ,,,,,,,,,,,,,,,,,,,,,,
9,291, AVDENTIOR                                                                                                             ,, Verg.             ,,, Audientior                       , *F *                  , *cod. a Vergilii*          ,,,,,,,,,,,,,,,,,,,,,,,,,
9,291, figuratum                                                                                                             ,, Murgia            ,,, futura cum                       , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,291, in Heauton Timorumeno                                                                                                 ,, *Dan.*            ,,, hae auton timerume non           , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,291, natu                                                                                                                  ,, codd. *Ter*.      ,,, nata                             , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,291, ignoscentior                                                                                                          ,, *Ter*.            ,,, ignoscentur                      , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,292, OMNES                                                                                                                 , **F** θ **Γ **                          ,,,, omnem                            , *J *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,292, aut                                                                                                                   , **F** θ **Γ **                          ,,,, ut                               , *J *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,292, cadat                                                                                                                 , **F** *Pah2*                            ,,,, c.                               , **Σ **                ,,, *om.*                      , γ σ              ,,,,,,,,,,,,,,,,,,,,,,
9,293," pvlcher ivlvs incongruum epitheton pulchritudinis posuit, cum res sit in hoc loco religionis                          ", **F** θ **Γ **                          ,,,, *om.*                            , *J* [∆]             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,294, STRINXIT                                                                                                              , **F** θ **Γ **                          ,,,, EXTRINXIT                        , *J* [∆]             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,294, PIETATIS IMAGO                                                                                                        , **F** γ                                 ,,,, p. i.                            , **Σ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,294, praestrinxit momordit                                                                                                 , **Σ **                                  ,,,, momordit perstrinxit             , **F **                ,,, perstrinxit momordit       , σ                ,,, perstrincxit momordit , σ                        ,,, praestinxit momordit , *Q *               ,,,,,,,,,,,,,,
9,294, paternae                                                                                                              , **Σ **                                  ,,,, paternam                         , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,294, in pietatem                                                                                                           , **Γ **                                  ,,,, in piaetem                       , *Q *                  ,,, in pietate                 , **F **           ,,, pietate               , ∆*W U *                  ,,,,,,,,,,,,,,,,,,
9,294, eius                                                                                                                  , **Σ **                                  ,,,, ei                               , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,294, consuerat                                                                                                             , *J Q* [**Σ** ]                        ,,,, consueverat                      , **F** θ º             ,, (cf. *app. ad 300*)                                                                   ,,,,,,,,,,,,,,,,,,,,,,,,
9,298, PARVA MANET                                                                                                           , **F** γ                                 ,,,, p. m.                            , **Σ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,298, ab omnibus                                                                                                            , **F Σ **                                ,,,, hominibus                        , *N U *                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,298, a te                                                                                                                  ,, *Com.*            ,,, ante                             , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,299, QVICVMQVE                                                                                                             , **F** ∆ *Pc* γ σ                        ,,,, qui talecumque                   , τ [**Γ** ]          ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,299, SEQVETVR                                                                                                              , **F** ∆ *Pa Pc* γ *Wh2* *U *            , *cod. P Vergilii* ,,, sequitur                         , *Q W* [**Γ** ]      ,,, sequentur                  ,, codd. *MR Vergilii*          ,, sequentum             , *N *                     ,,,,,,,,,,,,,,,,,,
9,299, congrue                                                                                                               , **Σ **                                  ,,,, conguae                          , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,299, evenerit                                                                                                              ,, *Dan.*            ,,, exuenerit                        , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,299, Murgia                                                                                                                , *F *                                    ,,,, *om.*                            ,, *Dan.*                     ,,,,,,,,,,,,,,,,,,,,,,,,,
9,300, quia(1)                                                                                                               , θ **Γ **                                ,,,, quam                             , *J* [∆]             ,,, q¯<¯ ABOVE q>            , **F **           ,, (=qui)                                                                                                                                                                          ,,,,,,,,,,,,,,,,,,,,
9,300, absens                                                                                                                , **Σ **                                  ,,,, absen                            , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,300, sed iurare                                                                                                            , **F** ∆ *Pa Pc W U*                     ,,,, non iurare non                   , *Q *                  ,,, nam iurare non             , *N *             ,,, nam iurare            , γ                        ,,, non curare           , *Pb*               ,,,,,,,,,,,,,,
9,300, etiam                                                                                                                 , **F** θ **Γ **                          ,,,, ut iam                           , *J *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,300, Ascanius                                                                                                              , **F** ∆ º                               ,,,, arcanius                         , *Q *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,300, consuerat                                                                                                             , *J Q* [**Σ** ]                        ,,,, consueverat                      , **F** θ º             ,, (cf. *app. ad 294*)                                                                   ,,,,,,,,,,,,,,,,,,,,,,,,
9,300, quia(2)                                                                                                               , **Σ **                                  ,,,, q;                               , **F **                ,, (=que)                                                                                ,,,,,,,,,,,,,,,,,,,,,,,,
9,300, ante(3)                                                                                                               , **F** ∆                                 ,,,, *om.*                            , **Γ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,300, ergo ante aut temporis est aut ordinis                                                                                , *F Pc *                                 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,300, ante(4)                                                                                                               , *F *                                    ,,,, *om.*                            , *Pc *                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,301, SECVNDIS                                                                                                              , **F** γ                                 ,,,, s.                               , **Σ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,301, arte                                                                                                                  , **F Σ** *Ah2* *Qh2*                     ,,,, ante                             , *A Q *                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,301, prosperis                                                                                                             , **F** θ **Γ **                          ,,,, properis                         , *J *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,301, ea iterat                                                                                                             , **F Γ **                                ,,,, ait erata                        , *J *                  ,,, ea iterata                 , θ                ,,,,,,,,,,,,,,,,,,,,,,
9,301, tacet                                                                                                                 , **Σ **                                  ,,,, tiait                            , **F **                ,,, tacet et                   , *Q *             ,,,,,,,,,,,,,,,,,,,,,,
9,301, intellectui                                                                                                           , **F** ∆ *Pa Pc* γ σ                     ,,,, intellectu                       , *Q *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,301, relinquit                                                                                                             , θ τ σ                                   ,,,, reliquit *vel* reliquid          , **F** *J* [∆] γ     ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,301, cum                                                                                                                   , **F** θ **Γ **                          ,,,, eum                              , *J* [∆]             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,301, enim non                                                                                                              , **F** θ *Pc*                            ,,,, enim                             , **Γ **                ,,, non                        , *J W* [∆]      ,,,,,,,,,,,,,,,,,,,,,,
9,301, generique manebunt’. hoc                                                                                              , **F Γ **                                ,,,, generi quem ante                 , *J* [∆]             ,,, generique h                , θ                ,,, generique hoc         , *Ah2*                    ,,,,,,,,,,,,,,,,,,
9,301, Romanorum                                                                                                             , **F Σ **                                ,,,, romanum                          , *N *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,304, GNOSIVSCretensi                                                                                                       , **F** ∆ º                               ,,,, gnoxius cetensis                 , *Q *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,304, Euryalo                                                                                                               , **F** θ **Γ **                          ,,,, eryalo                           , *J *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,304, pellem et galeam                                                                                                      , **Σ **                                  ,,,, galea et pellem                  , **F **                ,, (*sic*)                                                                               ,,,,,,,,,,,,,,,,,,,,,,,,
9,306, PELLEM                                                                                                                , **Σ **                                  ,,,, *om.*                            , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,306, EXVVIAS                                                                                                               , **F** *Pa* γ                            ,,,, exu                              , ∆                     ,,, exuv.                      , **Γ **           ,,,,,,,,,,,,,,,,,,,,,,
9,306, τὸ αὐτὸ                                                                                                               , **Σ **                                  ,,,, to auto                          , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,306, est                                                                                                                   , **F Γ **                                ,,,, *om.*                            , ∆                     ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,306, bis idem                                                                                                              , **F** ∆ º                               ,,,, tibi sidem                       , *Q *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,306, Laomedontiadae                                                                                                        , **Σ **                                  ,,,, iaomedontiadae                   , **F **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,306, bellumne                                                                                                              ,, Verg.             ,,, bellumine                        , *F *                  ,, (*inepte* bellumne *addidit Compilator; nam non de* ‘bellum’ *iterato dicit Servius*) ,,,,,,,,,,,,,,,,,,,,,,,,
9,307, PERMVTAT ALETES                                                                                                       , **F** γ                                 ,,,, p. a.                            , **Σ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,307, aliae                                                                                                                 , **F Γ **                                ,,,, alia                             , ∆ *Pa Pc *            ,,, tali                       , *W *             ,,, aliae galeae          , *Yh2*                    ,,, galeae               , Darmst.h2          , *edd.*        , (*non recte*) ,,,,,,,,,,,,
9,307, explorantum                                                                                                           , **Σ **                                  ,,,, explorantum arma                 , (=**DS)** **F** *Ah2* ,, (*quod si hic legit Compilator* ‘alia’ *pro* ‘aliae’ *legere debuit*)                 ,,,,,,,,,,,,,,,,,,,,,,,,
9,307, ostendit                                                                                                              , **F Σ **                                ,,,, ostendit et aliae bellantium     , *Yh2*                 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,309, PRIMORVM                                                                                                              , **F** θ **Γ **                          ,,,, PRIMOREM                         , *J *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,309, venit et                                                                                                              , **Σ **                                  ,,,, est                              , **F **                ,,, uenit                      , *Pb Y *          ,,,,,,,,,,,,,,,,,,,,,,
9,309," est ‘hic primus, hi primi’, et ab eo quod                                                                             ", **F** ∆                                 ,,,, *om.*                            , **Γ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,309, hi primores                                                                                                           , θ **Γ **                                ,,,, hic primores                     , *J *                  ,,, primores                   , **F **           ,,,,,,,,,,,,,,,,,,,,,,
9,309, huius proceris                                                                                                        , **F** ∆ *Pa Pc *                        ,,,, *om.*                            , **Γ **                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,310, senumque                                                                                                              ,, Verg.             ,,, senu                             , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,310, deduxerint                                                                                                            ,, *Masv*.           ,,, deduxerunt                       , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,310, optaverint                                                                                                            ,, *Masv*.           ,,, optaverunt                       , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,312, nuntianda                                                                                                             ,, *Dan.*            ,,, fiuntianda                       , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,313, DONANT                                                                                                                , **F** *Pah2* γ                          ,,,, D.                               , θ **Γ **              ,,, t                          , *J *             ,,, *om.*                 , σ                        ,,,,,,,,,,,,,,,,,,
9,313, partem                                                                                                                , **F Γ**                                 , Verg.             ,,, partim                           , ∆ *W *                ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,315, erant                                                                                                                 , **F** ∆ º                               ,,,, eram                             , *Q *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,314, ipsi                                                                                                                  ,, *Dan.*            ,,, ipse                             , *F *                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,314, esse castra                                                                                                           , **Σ **                                  ,,,, castra esse                      , (=**DS)** **F **      ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,317, aream                                                                                                                 ,, *Dan.*            ,,, teream                           , *F *                  ,,, ait aream                  ,, *Schoell*                    , (*v. Thilo vol. 2.vi*)                                                                                                                                                          ,,,,,,,,,,,,,,,,,,,,
