Book, Verse , Lemma                                                                                                                                 , Witness                        , Source                         , Ed. Comment                                                                                                                , Gen. Comment , Second R.                                                                   , Witness                           , Source                          , Comment                                                                                                                                       , Third R.                        , Witness          , Source           , Comment                             , Fourth R.          , Witness     , Source , Comment                    , Fifth R.              , Witness , Source  , Comment                                                                                                                                           , Fifth R. , Witness     , Source        , Comment , Sixth R. , Witness , Source , Comment , Seventh R.  , Witness , Source , Comment                                                           
9,626, congruis                                                                                                                                                                                                                          , **Σ **                  ,,,, congruos                                 , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,627, aptam                                                                                                                                                                                                                             , **Σ **                  ,,,, per aram                                 , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,627, aram                                                                                                                                                                                                                              , **Σ **                  ,,,, aras                                     , F                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,627, victima reluctabatur                                                                                                                                                                                                              , **Δ** *Pa* γ            ,,,, uictime luctabatur                       , **F **             ,,, victim reluctabantur     , **Γ **             ,,, victimam reluctabantur                  , W               ,,,,,,,,,,,,,,,,,,
9,627, discussa fugit                                                                                                                                                                                                                    , **F Γ **                ,,,, ad aram difugit                          , **Δ **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,627, Romanas                                                                                                                                                                                                                           , **Σ **                  ,,,, romanos                                  , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,627, non(1)                                                                                                                                                                                                                            , **Σ **                  ,,,, *om.*                                    , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,627, immolabatur                                                                                                                                                                                                                       , **F Σ **                ,,,, immolatur                                , *Jh1*              ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,627, suovetaurilia fiebant                                                                                                                                                                                                             ,, *Masv*.        ,,, suovetaurium fiebat                      , **Γ **             ,,, suovicarium faciebant    , **F** *Pah2* *Pc * ,,, suo vicarium faciebant vetaurum fiebant , *J *            ,,, suo vicarium faciebant vetaurum fiebat , *Jh2*   ,,, suo vicarium faciebant vetaurium fiebat , θ       ,,, suo suo vicarium faciebant vetarrium fiebat , *Pa* ,,, *varie* , σ ,,
9,627, tamen                                                                                                                                                                                                                             , **Σ **                  ,,,, tam                                      , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,627, Iovi(2)                                                                                                                                                                                                                           , **F Σ** *Pah2*          ,,,, iovis                                    , *Pa* γ             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,627, et(2)                                                                                                                                                                                                                             , **Σ **                  ,,,, *om.*                                    , **F** θ σ          ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,627, victimae                                                                                                                                                                                                                          , **F Σ **                ,,,, victima                                  , γ                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,627, ornari                                                                                                                                                                                                                            , **Σ **                  ,,,, oreiari *vel* oroiari                    , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,627, consueverant                                                                                                                                                                                                                      , θ **Γ **                ,,,, consueverat                              , **F Δ** *Pb *      ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,628, CANDENTEM                                                                                                                                                                                                                         , **Σ **                  ,,,, Cadentem                                 , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,628, Iuvenalis                                                                                                                                                                                                                         , **F** θ **Γ **          ,,,, iuvenalem                                , **Δ **             ,,, *om.*                    , *N U *             ,,,,,,,,,,,,,,,,,,,,,,
9,628, duc in Capitolia                                                                                                                                                                                                                  , **Σ **                  , *Juv*.         ,,, dum in Capitolium                        , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,628, cretatumque                                                                                                                                                                                                                       , **F Γ **                , *Juv*.         ,,, creatumque                               , **Δ** *Pc W U *    ,,, cretumque                , *N *               ,,,,,,,,,,,,,,,,,,,,,,
9,628, MATRE                                                                                                                                                                                                                             , **Σ **                  ,,,, atre                                     , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,628, FERENTEM                                                                                                                                                                                                                          , **F **                  ,,,, f.                                       , **Σ **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,628, aequalem                                                                                                                                                                                                                          , **Σ **                  ,,,, aqualem                                  , **F**              ,,, equale                   , *W *               ,,,,,,,,,,,,,,,,,,,,,,
9,628, iam                                                                                                                                                                                                                               , **F Σ **                ,,,, lam                                      , *Q *               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,628, ubera                                                                                                                                                                                                                             , **F Δ** *Pa Pc* γ *W *  ,,,, euera                                    , *Q N* [**Γ** ]   ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,628, matris                                                                                                                                                                                                                            , **F Δ** °               ,,,, atris                                    , *Q *               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,630, DEscivit                                                                                                                                                                                                                          , **Σ **                  ,,,, Da                                       , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,630, PARTE                                                                                                                                                                                                                             , **Δ** *Pa Pc W *        ,,,, partem                                   , **F **             ,,, cornu                    , **Γ **             ,,,,,,,,,,,,,,,,,,,,,,
9,630, SERENA                                                                                                                                                                                                                            , **F Δ** *Pa Pc* γ *W *  ,,,, sereno                                   , **Γ **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,630, non                                                                                                                                                                                                                               , **Σ **                  ,,,, nunc                                     , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,630, causae                                                                                                                                                                                                                            , **Σ **                  ,,,, causa                                    , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,630, tempestatem                                                                                                                                                                                                                       ,, *Dan.*         ,,, tempestate                               , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,631, enim                                                                                                                                                                                                                              , **F **                  ,,,, enim etiam                               , **Σ **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,631, quae                                                                                                                                                                                                                              , **Σ **                  ,,,, que quae                                 , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,631, FATIFER ARCVS                                                                                                                                                                                                                     , **F **                  ,,,, f. a.                                    , **Σ **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,631, atque                                                                                                                                                                                                                             , **Σ **                  ,,,, ut                                       , **F** *Pc *        ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,631, cognovit                                                                                                                                                                                                                          , **F Δ** *Pc W *         ,,,, *om.*                                    , **Γ **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,631, augurium                                                                                                                                                                                                                          , **F Σ **                ,,,, augurium simu atque augurium             , *Pc *              ,, (**DS** *cum* **Γ** *conflans*)                                                                                                ,,,,,,,,,,,,,,,,,,,,,,,,
9,632, ET FVGIT                                                                                                                                                                                                                          , **f**                   ,,,, EFFVGIT                                  , **Σ **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,632, effugit(1)                                                                                                                                                                                                                        , **Γ **                  ,,,, et fugit                                 , **Δ** *W *         ,,, et lege et fugit         , *Jh1*              ,,, effudit                                 , **F **          ,,, effugiit                               , *N *    ,,,,,,,,,,,,,,
9,632, fvgit melius ‘effugit’                                                                                                                                                                                                            , F *Pc *                 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,633, vulnerum plerumque                                                                                                                                                                                                                , **F Δ** *Pc *           ,,,, vulnerumque                              , **Γ **             ,,, vulnerum                 , *Pa* γ             ,,,,,,,,,,,,,,,,,,,,,,
9,633, hunc                                                                                                                                                                                                                              , **Σ **                  ,,,, hoc                                      , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,633, vaniloquum                                                                                                                                                                                                                        , *Pa* γ                  ,,,, uanilocum                                , **F Γ **           ,,, uaniloquium              , **Δ** *W *         ,,, aunilocum                               , *N U *          ,,,,,,,,,,,,,,,,,,
9,633, attollens                                                                                                                                                                                                                         , **F Σ **                ,,,, et tollens                               ,, codd. *Horatii plerique* ,,,,,,,,,,,,,,,,,,,,,,,,,
9,633, Thersiten                                                                                                                                                                                                                         , **F Γ **                ,,,, hersiten                                 , **Δ **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,633, a tergo                                                                                                                                                                                                                           , **F** θ **Γ **          ,,,, eat ergo                                 , *J *               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,633, dicit usque                                                                                                                                                                                                                       , θ **Γ **                ,,,, dictusque                                , **F Δ **           ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,633, **μ**ετάφρενα                                                                                                                                                                                                                     , **Σ **                  ,,,, meθaφρЄνa                                , **F **             ,, (*sed ultima littera a aperta similis videtur litterae ω*)                                                                     , **μ**ετάφρενον           ,, *Hom.*   ,,,,,,,,,,,,,,,,,,,,,
9,633, eum(2)                                                                                                                                                                                                                            , **Σ **                  ,,,, *om.*                                    , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,633, ὠκὺς                                                                                                                                                                                                                              , **Σ **                  ,,,, ωkyЄ                                     , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,633, axiλλЄyc *vel* axiaaЄyc                                                                                                                                                                                                           , **Γ **                  ,,,, axiaaacyc                                , **Δ **             ,,, δЄιc                     , **F **             ,,,,,,,,,,,,,,,,,,,,,,
9,634, figuratum                                                                                                                                                                                                                         , **Γ **                  ,,,, infiguratum                              , **F **             ,,, dicimus figuratum        , **Δ **             ,,,,,,,,,,,,,,,,,,,,,,
9,636, TANTVM                                                                                                                                                                                                                            , **F** θ **Γ **          ,,,, tatvm                                    , *J *               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,636, et dixit                                                                                                                                                                                                                          , **Σ **                  ,,,, edixit                                   , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,637, SIDERA TOLLVNT                                                                                                                                                                                                                    , F                       ,,,, S. T.                                    , **Σ **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,637, suos                                                                                                                                                                                                                              , **F** θ **Γ **          ,,,, suo                                      , *J *               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,640, sicut solent                                                                                                                                                                                                                      , **Σ **                  ,,,, ut sedent                                , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,640, aeria                                                                                                                                                                                                                             , **Δ** *Pa Pc *          ,,,, aerio                                    , *Jh1*              ,,, aeriam                   , **Γ **             ,,, aream                                   , **F **          ,,, acriam                                 , *W *    ,,,,,,,,,,,,,,
9,640, solam                                                                                                                                                                                                                             , **F Σ **                ,,,, salam                                    , *Jh1*              ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,640, nunc                                                                                                                                                                                                                              , **Σ **                  ,,,, num                                      , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,640, videres                                                                                                                                                                                                                           , **F Γ **                ,,,, videre                                   , **Δ **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,640, digna                                                                                                                                                                                                                             , **Σ **                  ,,,, digna atque                              , **F **             ,,, dignam                   , *W *               ,,,,,,,,,,,,,,,,,,,,,,
9,641, adfecte                                                                                                                                                                                                                           , **F Δ** *Pa Pc *        ,,,, adfectate                                , θ **Γ **           ,,, defectate                , *N U *             ,,,,,,,,,,,,,,,,,,,,,,
9,641, gloria                                                                                                                                                                                                                            , **F Δ** *Pa Pc* σ       ,,,, gloriae                                  , **Γ **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, aut tus aut                                                                                                                                                                                                                       , **Γ **                  ,,,, auctus aut                               , **Δ **             ,,, aut                      , *A *               ,,, mactus autem                            , **F **          ,,,,,,,,,,,,,,,,,,
9,641, *macte hoc vino* *inferio esto*                                                                                                                                                                                                   , *F Pah2*                ,,,, *om.*                                    , **Σ **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, vicinosque                                                                                                                                                                                                                        ,, Verg.          ,,, vicinasque                               , *F Pah2*           ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, paras                                                                                                                                                                                                                             ,, Verg.          ,,, pares                                    , *F Pah2*           ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, descivit                                                                                                                                                                                                                          , *Pah2*                  ,,,, desivit                                  , *F *               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, macte(3)                                                                                                                                                                                                                          , *Pah2*                  ,,,, macto                                    , *F *               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, et alibi(2)                                                                                                                                                                                                                       , F                       ,,,, alibi                                    , *Pah2*             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, filia                                                                                                                                                                                                                             ,, Verg.          ,,, f.                                       , *F *               ,, *secunda descriptione*                                                                                                         , p.                       , *Pah2*             ,,, *prima descr.*                          , *F*             ,, (cf. *seqq*.)              ,,,,,,,,,,,,,,,,
9,641, veteres dives                                                                                                                                                                                                                     , *Pah2*                  ,,,, veteres inaccessos ... cum veteres dives , *F *               ,, (inaccessos … cum veteres *iterat.*)                                                                                           ,,,,,,,,,,,,,,,,,,,,,,,,
9,641, illius                                                                                                                                                                                                                            ,, *Dan.*         ,,, illis                                    , *F *               ,,, cuiusuis                 , *Pah2*             ,,,,,,,,,,,,,,,,,,,,,,
9,641, ipse                                                                                                                                                                                                                              , *F *                    ,,,, et ipse                                  , *Pah2*             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, opum                                                                                                                                                                                                                              , *Pah2*                  ,,,, opus                                     , *F *               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, et dives                                                                                                                                                                                                                          , *F *                    ,,,, dives                                    , *Pah2*             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, pictai                                                                                                                                                                                                                            ,, Verg.          ,,, picta                                    , *F *               ,,, p.                       , *Pah2*             ,,,,,,,,,,,,,,,,,,,,,,
9,641, vestis et auri                                                                                                                                                                                                                    , *F *                    ,,,, v. et a.                                 , *Pah2*             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, et item                                                                                                                                                                                                                           , *F Pah2*                ,,,, item                                     ,, *Dan.*                   ,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, mares                                                                                                                                                                                                                             ,, *Hor*.         ,,, maris                                    , *F *               ,,, martis                   , *Pah2*             ,,,,,,,,,,,,,,,,,,,,,,
9,641, pseudolo                                                                                                                                                                                                                          , *Pah2*                  ,,,, speudulo                                 , *F *               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, hunc mihi diem scitis , esse                                                                                                                                                                                                      , *F *                    ,,,, hunc diem mihi ... esse                  , *Pah2*             ,,, scitis mi esse diem hunc ,, *Plaut*. ,,,,,,,,,,,,,,,,,,,,
9,641, dixit                                                                                                                                                                                                                             ,, *Thilo*        ,,, dixerit                                  , F*Pah2*            ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641," mitte mihi, meus est "," natalis, Iolla                                                                                                                                                                                             ", *F *                    ,,,, m. m. m. e. n. i.                        , *Pah2*             ,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, ergo et hic ita                                                                                                                                                                                                                   , *F *                    ,,,, Ita ergo et hic                          , *Pah2*             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, puer                                                                                                                                                                                                                              , *F *                    ,,,, p.                                       , *Pah2*             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, mactus                                                                                                                                                                                                                            ,, *Dan.*         ,,, macte                                    , *F *               ,,, mactta                   , *Pah2*             ,, *ex* mact ,,,,,,,,,,,,,,,,,,,,
9,641, etiam mactatus                                                                                                                                                                                                                    , *F *                    ,,,, *om.*                                    , *Pah2*             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, ut Ennius                                                                                                                                                                                                                         , *F *                    ,,,, Ennius                                   , *Pah2*             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, magno                                                                                                                                                                                                                             , *Pah2*                  ,,,, magnum                                   , *F *               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, virtute(2)                                                                                                                                                                                                                        , *F Pah2*                ,, (*ex* virtutu)                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, his(2)                                                                                                                                                                                                                            , *F Pah2*                ,,,, hic                                      ,, codd. *Nonii*            ,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, versibus                                                                                                                                                                                                                          ,, Non.           ,,, viribus                                  , *F Pah2*           ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, esto                                                                                                                                                                                                                              , *Pah2*                  , *Non.*         ,,, *om.*                                    , *F *               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, sacrificantes                                                                                                                                                                                                                     , *Ambros*.               , *Dan.*         ,,, sacrificandes                            , *F *               ,,, sacrificandis            , *Pah2*             ,,,,,,,,,,,,,,,,,,,,,,
9,641, inferio                                                                                                                                                                                                                           , *Pah2*                  ,,,, inferior                                 , *F *               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, nova                                                                                                                                                                                                                              , **Σ** *Pah2*            ,,,, nona                                     , *F *               ,,, *om.*                    , *Pa *              ,,,,,,,,,,,,,,,,,,,,,,
9,641, et mira                                                                                                                                                                                                                           , *F Pc *                 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,641, Pollio                                                                                                                                                                                                                            , **Σ **                  ,,,, pullio                                   , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,642, Iulium                                                                                                                                                                                                                            , **Σ **                  ,,,, uilum                                    , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,642, et                                                                                                                                                                                                                                , **F Σ **                ,,,, *om.*                                    , σ                  ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,643, ASSARACI                                                                                                                                                                                                                          , **Σ** *Ah2*             ,,,, ASSARICI                                 , F*A *              ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,643, Assaracus                                                                                                                                                                                                                         , **Σ **                  ,,,, assaricus                                , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,643, enim(1)                                                                                                                                                                                                                           , **F Γ **                ,,,, etiam                                    , **Δ **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,643, Capyos                                                                                                                                                                                                                            , **Δ** γ                 ,,,, capyonis                                 , **Γ **             ,,, capys                    , F*Pc* σ            ,,,,,,,,,,,,,,,,,,,,,,
9,643, FATO                                                                                                                                                                                                                              , **Γ **                  ,,,, Facto                                    , **F **             ,,, FATIS                    , **Δ** σ            ,,,,,,,,,,,,,,,,,,,,,,
9,643, haec                                                                                                                                                                                                                              , **Σ **                  ,,,, *om.*                                    , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,643, sunt                                                                                                                                                                                                                              , **Σ **                  ,,,, sunt et                                  , *W *               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,643, contingunt                                                                                                                                                                                                                        , **Δ **                  ,,,, *om.*                                    , **Γ **             ,,, proveniunt               , *Pb* Y             ,,, fiunt                                   , σ               ,,, *loc*. *om.*                           , **F **  ,,,,,,,,,,,,,,
9,644, TROIA                                                                                                                                                                                                                             , **Σ **                  ,,,, troie                                    , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,644, maior es                                                                                                                                                                                                                          , **F** *Ah2*             ,,,, maioris                                  , **Γ **             ,,, maiorem                  , **Δ **             ,,,,,,,,,,,,,,,,,,,,,,
9,644, meritis                                                                                                                                                                                                                           , **F Σ **                ,,,, meriti es                                , *Pa Pc* σ          ,,, meriti                   , γ                  ,,,,,,,,,,,,,,,,,,,,,,
9,644, nunc es                                                                                                                                                                                                                           , **Σ **                  ,,,, nunc est                                 , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,644, patria potuisse sua                                                                                                                                                                                                               , **Σ **                  , *Luc*.         ,,, patriam ... tuam                         , **F **             ,,, patria ... suam          , *N *               ,,,,,,,,,,,,,,,,,,,,,,
9,645, vitales                                                                                                                                                                                                                           , F θ **Γ **              ,,,, utales                                   , *J *               ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,646, PETIT                                                                                                                                                                                                                             , **Σ **                  ,,,, Apetit                                   , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,647, nominatur                                                                                                                                                                                                                         ,, *Dan.*         ,,, nomiratur                                , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
9,647, in quinto] in v.                                                                                                                                                                                                                 ,, *Thilo*        ,,, in                                       , *F *               ,,, bis                      ,, *Dan.*   ,,,,,,,,,,,,,,,,,,,,,
9,648, ingenti                                                                                                                                                                                                                           , **Σ **                  ,,,, distinguenti                             , **F **             ,,,,,,,,,,,,,,,,,,,,,,,,,,
